%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
In Westworld, "where nothing can go wrong," guests were entertained by\n\n  a. Stephen Wright.\n  b. X-rated movies.\n  c. robots.\n  d. Rodney Dangerfield.	在「西部世界」，「什麼都不會出錯」的地方，客人們由誰娛樂？\n\n  a. 史蒂芬·萊特\n  b. 限制級電影\n  c. 機器人\n  d. 羅德尼·丹傑菲爾德\n\nIn Westworld, "where nothing can go wrong," guests were entertained by\n\n  a. Stephen Wright.\n  b. X-rated movies.\n  c. robots.\n  d. Rodney Dangerfield.
Mork was from the planet\n\n  a. Ork.\n  b. Vulcan.\n  c. Krypton.\n  d. Pluto.	莫克來自哪個星球？\n\n  a. 歐克星\n  b. 瓦肯星\n  c. 克里普頓星\n  d. 冥王星\n\nMork was from the planet\n\n  a. Ork.\n  b. Vulcan.\n  c. Krypton.\n  d. Pluto.
Who was banned from "Saturday Night Live" because he lost a telephone poll?\n\n  a. John Belushi\n  b. Dan Akroyd\n  c. Chevy Chase\n  d. Andy Kaufman	誰因為輸了電話民調而被禁止登上「週六夜現場」？\n\n  a. 約翰·貝魯什\n  b. 丹·艾克羅伊德\n  c. 切維·蔡斯\n  d. 安迪·考夫曼\n\nWho was banned from "Saturday Night Live" because he lost a telephone poll?\n\n  a. John Belushi\n  b. Dan Akroyd\n  c. Chevy Chase\n  d. Andy Kaufman
Dynamic logic = 4.	動態邏輯 = 4.
Warning:\n\n"Leisure Suit Larry in the Land of the Lounge Lizards" contains some elements of plot which may not be  considered appropriate for some children.	警告：\n\n《休閒西裝賴瑞在鬼混蜥蜴樂園》裡有些劇情，可能不適合小朋友看到。
How old are you?  	你多大？  
To verify you are really %v209, please answer five simple questions.	為了確認你確實是 %v209，請回答五個簡單問題。
Sorry.\n\nThis game can only be played by adults, or with an adult.\n\nPlease find an adult, come back, and try again.	抱歉。\n\n這個遊戲只能由成年人，或跟成年人一起玩。\n\n請找個大人來，再回來試一次。
Oops. You blew that one!\n\nIf you miss another, you can't possibly be %v209.	哎呀，你這題答錯啦！\n\n再錯一題，你就不可能是 %v209 了！
You're a kid!!\n\nShame on you for trying to deceive a friendly game like this!\n\nPlease play again when you're older.	你根本是小孩！！\n\n虧你想騙過這麼友善的遊戲，也太不害臊了吧！\n\n等你長大一點再回來玩吧。
Correct.	正確。
         Thank you.\n\nAnd now, slip into your leisure suit and prepare to enter the "Land of the Lounge Lizards" with "Leisure Suit Larry!"	         謝謝你。\n\n現在，穿上你的休閒西裝，準備跟著「休閒西裝賴瑞」一起走進「鬼混蜥蜴樂園」！
         Warning!\n\nThis game may be hazardous to those with heart conditions!	         警告！\n\n心臟不好的人，這遊戲玩下去可能會出事！
No, you're not!	不，你不是！
Question #%v208. Correct answer is %v211.	問題 #%v208。正確答案是 %v211。
%v62 cycles in %v63 seconds	%v62 個循環耗時 %v63 秒
Hey! You're not alive yet.	嘿，你都還沒出生咧，是要怎麼玩遊戲！
The Sierra adventure team races to your rescue, dumping your worthless, leisure suit- clad hulk into their giant bit bucket, for recycling into future games. Their underground workshop is humming with activity. This is "Where Adventurers Are Made, Not Born!"	Sierra 冒險救援隊火速趕來救你，把你這具穿著白西裝、毫無用處的軀殼，直接丟進他們的巨型回收桶，留著回收利用到未來的遊戲裡。他們的地下工作室這下忙翻了。這裡正是「冒險家不是天生的，是量產出來的！」
Commander Cavin quickly assembles a replacement Larry, while subordinates repair players damaged in other Sierra adventure games.	卡文司令火速組裝了一個備用賴瑞，手下同時忙著修理其他 Sierra 冒險遊戲裡摔壞的玩家。
With your new body and ego, you are returned to fight again the battles of Lost Wages!\n\n(Now you know what we have to go through every time you press that "Restart" key.)	用你的新身體和新自尊，你被送回去繼續失樂城的戰鬥！\n\n（現在你知道，每次你按下「重新開始」鍵，我們得經歷什麼了吧。）
Larry, when are you gonna learn to stay out of those dark alleys!!	驚傳！中年男夜闖暗巷慘遭「關切」，當場領便當。賴瑞啊賴瑞，暗巷這款所在是你能亂鑽的？
"Hey guys!! He's screwed up again! Dump this one down the tubes, and get him another body!"	「喂，各位！他又把自己搞死了！把這具沖掉，再給他生一個新的來！」
Since you're dead, why are you talking?? Just hang on for the ride.	都領便當了還在碎念？歹勢啦，坐乎穩別亂動，好好享受這趟單程之旅。
It appears he wants something -- YOU! Get out of here!	看樣子他想要的東西只有一個——就是你！還不快滾！
The cabbie snarls a "Where to, buddy?" as he swings the meter flag down.	運將沒好氣地喊了聲：「去哪，老兄？」順手把跳表打下去。
"Lookin' for action, eh? Dis town is full of it. We gotta disco that's usually full of foxes this time of night. Den dere's the casino, next to the all-night weddin' chapel. And we gotta lovely bar, but you've been dere. Me, I like da convenience store next to da disco, but of course, that's just personal preference."	「想找刺激齁？這款小鎮多的是啦。咱有間迪斯可，這時間通常辣妹滿滿。啊，還有間賭場，就在那間全年無休的婚禮教堂隔壁。咱那間酒吧也不錯，你去過啦。我自己是比較愛迪斯可旁邊那間超商啦，個人口味，你隨意。」
"It won't take us long to get back dere, but I'll have to circle 'round da block."	「回去那邊不會太久啦，不過我得先繞個路。」
"Well, here we are, buddy. That'll be $%v200.00."	「好啦，到囉，老兄。該付 $%v200.00 啦。」
"So, wadda we gonna do, buddy? Ya just gonna sit here all night? I gotta earn a livin' too, ya know!"	「所以咧，老兄？你是要在這坐一整晚喔？我也是要顧三餐的耶！」
"Why don'cha wait'll we git there, buddy?"	「你就不能等到了再說嗎，老兄？」
"Sorry, but the meter's runnin'. Where ja wanna go?"	「抱歉啦，表在跳呢。你到底要去哪？」
"Thanks, buddy. Maybe I'll see ya again sometime!"	「謝了，老兄。也許哪天還會見面！」
"Waddaya tryin' to do, peahead! You're not gonna stiff me, and get away with it!"	「你在唬爛什麼啦，白痴！想賴帳跑路，門都沒有！」
You wish you hadn't. Mr. America, he ain't. His strongest feature seems to be his odor!	你會後悔多看他一眼。他絕對稱不上什麼型男，唯一讓人印象深刻的，大概就是他那身味道！
He wonders why you keep looking at him, and flashes a coy little smile back at you in the mirror. Your stomach turns, and not from the ride!	他被你看得莫名其妙，還在後照鏡裡回你一個嬌羞的微笑。你整個胃都翻了——不是因為暈車。
The driver looks at you and says, "Hey! What's that you got? Wine?" He grabs your bottle of wine, and guzzles it down!	運將瞄了你一眼：「欸，你拿的是啥？紅酒喔？」說時遲那時快，一把搶過你的酒瓶就往嘴裡灌！
"Ok, but it'll cost ja extra!"	「好啦，不過要加錢喔！」
"Waddaya mean, 'no money!!'" snarls the driver. "Step outside my office, chump!"	「你說『沒錢』是什麼意思！！」運將暴怒。「給我滾出我的『辦公室』，俗辣！」
"Ok. You got it, Mac!"	「好啦，沒問題，老兄！」
Hang on, Larry. He's swerving all over the road!	坐好啊，賴瑞。運將龍飛鳳舞，車子跟蛇一樣扭！
Whew! You're glad to get out of here.	呼～總算下車了，你鬆了好大一口氣。
It seems a bridge abutment has brought your game to a sudden stop! Remember, Larry: "Friends don't let cabbies drive drunk!"	看來一根橋墩讓你的遊戲戛然而止！記住啊賴瑞：「夠麻吉，就不會讓運將酒駕！」
"I'm sorry, but it's against my personal philosophy to accept a gratuity!"	「歹勢啦，收小費違反我做人的原則！」
Sheepishly, you apologize to the cabbie for not carrying enough money to pay for the ride.	你尷尬到不行，跟運將道歉，因為身上錢不夠付車資。
"So? Are ya gonna get outta my cab, or not?? Thanks for da business, but I didn't want ta make no career outta this!"	「怎樣？你到底下不下車？謝謝惠顧，不過載你這單我不想幹一輩子！」
"So? Are ya gonna pay up, or do I have ta get rough with cha??"	「怎樣？你要付錢，還是要我對你來硬的？？」
It seems to be running a little fast, but then, this is an expensive town!	感覺跳得有點快，不過嘛，這鎮上什麼都貴桑桑！
You wonder if cab companies have full-time employees to make these floors sticky.	你納悶計程車行是不是專門請人來把地板弄得黏踢踢。
Even the ceiling's grungy.	連天花板都髒到有剩。
"Ok, buddy," says the cabbie. "But why would cha wanna go there?"	「好啦，老兄，」運將說。「不過你去那邊幹嘛啦？」
He sure drives fast, doesn't he?	這運將開得真快，是齁？
"Nope. Next time, make up your mind before ya gets in da cab!"	「不行啦。下次先想清楚要去哪再上車！」
You are outside Lefty's bar. Isn't it wonderful what can be done with a little neon?	你站在老左酒吧外。霓虹燈這東西真是神奇，隨便閃兩下就有夜店的感覺，是吧？
There is a sign on that utility pole.	電線桿上貼了張告示。
It appears that the hooker gave you a little more than you bargained for!	看來那個小姐給你的，比你原本想的還多得多！
Considering the looks of this place, you decide that next time you'd be better off to spend a little more money on your computer games!	看這地方的德性，你決定下次還是把錢省下來買電玩比較划算！
While life may be possible, it is no longer worth living.	你雖然還沒死，但這條命已經不值得活了。
The windows are too dirty to see through.	窗戶髒到根本看不透。
Nah. Lefty would probably break both your legs!	別想了。老左大概會直接打斷你兩條腿！
Nice tuck and roll job, eh?	這一滾摔得挺專業的嘛，齁？
"Welcome"	"Welcome"
Amazed by your own cleverness, you lift the door mat and discover...	你對自己的機智佩服得五體投地，掀開門墊，結果發現……
...absolutely nothing!	……什麼都沒有！
(What did you expect? A key?)	（你以為會有什麼？鑰匙嗎？）
You can't. The door is securely locked. 	不行。門鎖得死死的。
Lefty's closes at 3:00 a.m.	老左酒吧凌晨 3 點打烊。
"STOP, PERVERT!!!" shouts the cop.\n\n"I wonder who he's yelling at," you think.	「站住，色狼！！！」警察大吼。\n\n「不知道他在吼誰咧，」你心想。
"Caught you, pervert!" the cop shouts. "We don't like people exposing themselves around this town, especially wearing one of those!"	「抓到你了，色狼！」警察怒喝。「我們這鎮上最看不慣有人隨便曝光，尤其還穿著那種東西！」
Next time, if you insist on wearing your "lubber" in public, you should at least zip your fly.	下次你堅持要在外面穿那件「橡皮裝」，好歹拉個拉鍊吧。
He appears to be chasing someone!	他好像在追什麼人！
Try moving to the east end of the fire escape.	試著移動到逃生梯的東邊。
Try moving to the west end of the fire escape.	試著移動到逃生梯的西邊。
%m7 and a fence.	%m7 和一道柵欄。
Nah. That room needs the fresh air!	算了吧。那房間正需要透透氣！
You are on a fire escape. A rusty ladder is at one end. East of the fire escape is another window, just out of your reach.	你站在逃生梯上。一端有座生鏽的梯子。逃生梯東邊還有一扇窗，可惜就是搆不到。
%m7, a fence, and something sitting in the east window.	%m7、一道柵欄，還有東邊窗裡坐著的東西。
It's a nice little alley, with a trash bin, two windows, a fire escape	這是條還算像樣的小巷，有垃圾桶、兩扇窗、一座逃生梯
Move closer to the ladder.	靠近梯子一點。
(Of course, you can't play the violin now, but you get the idea.)	（當然啦，你現在拉不了小提琴，不過意思你懂。）
Unlock it? From the outside?	開鎖？從外面開？
You can't. It's locked from the inside.	不行。這鎖是從裡面反鎖的。
Looking inside the west window, you see the room you just left.	你往西邊窗戶裡看，看到的正是你剛離開的房間。
Looking at the east window, you notice a bottle of pills sitting on the window ledge.	你看向東邊窗戶，注意到窗台上放著一瓶藥丸。
There are two windows high above you. The west window by the fire escape has a dim, reddish glow; the east window is dark. There may be something on the sill of the east window, but you can't make it out from down here.	頭頂高處有兩扇窗。逃生梯旁的西邊窗透著暗紅微光；東邊窗一片漆黑。東邊窗台上似乎有東西，但你在下面看不清楚。
You broke it, didn't you?	你把它弄壞了，對吧？
You lean far out over the railing before remembering that agility is yet another of your short suits.	你整個人探出欄杆外，這才想起「靈活」從來不是你的強項。
With the rope securely holding you to the railing, you can reach all the way over to the window. NOW, of all times, you notice the window's locked!	繩子把你牢牢綁在欄杆上，你總算搆到窗戶了。偏偏這時候，你才發現窗子鎖著！
Subtly, you smash the window with your hammer. Your future as a second-story man seems quite plausible!	你「低調」地掄起榔頭砸破窗戶。看來你這輩子改行當夜賊，前途無量！
You got 'em! But what are they?	你拿到了！可是……這是啥？
You might try reaching over to the window first.	你可以先試試把手伸向窗戶。
You consider sticking your hand through a solid glass window, but realize that if you did, you wouldn't be able to play the violin.	你考慮把手直接穿過整片玻璃窗，但轉念一想，那樣以後就拉不了小提琴了。
It already is.	它已經是了。
What is this; a death wish?	這是怎樣，你是活得不耐煩了？
You already took them. Why do this again?	你已經拿過了。幹嘛又來一次？
Amidst assorted, odoriferous refuse from Lefty's clientel, you discover Lefty's old, left-handed hammer.	在老左客人們留下的各色餿味垃圾中，你挖出了老左那把老舊的左手榔頭。
There's nothing else here worth describing, let alone taking.	這裡沒別的東西值得多說，更別提拿走了。
"YUCK!!"	「呸！！」
Unfortunately, you can't see much from out here.	可惜，你在外面看不出個所以然。
Wow! Does your head hurt!!	哇賽！你的頭超痛的啦！！
Hey! Where are you?	喂！你在哪？
After a careful analysis of your surroundings, you conclude you are at the bottom of a pile of garbage!	你仔細分析一番周遭環境，得出結論：你正躺在一堆垃圾的最底層！
Move to the front of the trash bin.	移動到垃圾桶前面。
There's no way to reach the ladder from down here. It's only accessible from above.	從下面根本碰不到梯子，只能從上面過去。
You see alleys stretching off to infinity.	你看見小巷一路延伸到天邊。
The fence is much too tall for you to climb over.	這柵欄高到你根本爬不過去。
It's not long enough to reach from here.	從這裡長度不夠，搆不到。
It's not long enough to reach anywhere, but you might want to use it for safety purposes.	它的長度根本搆不到任何地方，不過留著保命倒是可以。
Be more specific.	講清楚一點啦。
You untie the rope.	你解開了繩子。
Using the dull pocket knife, you cut the rope free.	你拿那把鈍到不行的小刀，把繩子割斷了。
%g176	%g176
A rickety fire escape, complete with safety ladder, is loosely attached to the building. A mild, reddish glow comes from the window behind it.	一座搖搖欲墜的逃生梯，附帶安全梯，鬆鬆垮垮地掛在大樓上。後方窗戶透出淡淡的紅光。
Unfortunately the lid on the trash bin just will not close.	可惜垃圾桶蓋就是關不起來。
Try as you might, it is impossible to move the trash bin.	你怎麼使勁，垃圾桶都紋風不動。
The solution is closer to you than that.	答案其實近在眼前，沒你想的那麼遠。
There is an old neon sign hanging on the wall that says "Hotel"...	牆上掛著一塊舊霓虹招牌，寫著「Hotel」……
...approximately.	……大概啦。
You can't. Even its rusty bolts are too tough for you!	不行。就連那生鏽的螺栓都硬得你搞不定！
Not now!	現在不行！
There may be something in the east window, but from here, you're not sure.	東邊窗戶裡好像有東西，不過你在這看不準。
It's a long way to the ground!	離地面這麼遠，摔下去可不是開玩笑的！
Move closer to the window, if you want to go back in the hooker's room.	想回那位小姐的房間，就靠近窗戶一點。
You reconsider after noticing the trash bin is behind where you would fall!	你注意到摔下去的地方剛好是垃圾桶，於是打消了念頭！
You are in Lefty's one and only restroom. The stench is overpowering, there is graffiti on the walls, and you doubt that the sink was clean even when it was installed. Even roaches can't survive in this place!	你在老左酒吧唯一的一間廁所裡。臭到快讓人斷氣，牆上塗鴉一堆，你懷疑這洗手台裝上去那天就沒乾淨過。連蟑螂都活不下去！
%m8Scott me up, Beamie!"	%m8Scott me up, Beamie!"
Ahhhhhhh.	啊——嗯，爽。
%m8Attention arcade game players: please don't eat the urinal cakes!"	%m8Attention arcade game players: please don't eat the urinal cakes!"
%m8It takes leather balls to play rugby!"	%m8It takes leather balls to play rugby!"
Funny. No one knocks back.	好笑，沒人敲回來。
NOW??	現在？？
You see many messages. One is:\n\n"	你看到牆上一堆留言，其中一則寫著：\n\n"
You see a handsome, dashing, macho, sexy, young man. (Obviously, this mirror has quite a bit of distortion!)	你看到一位英俊瀟灑、陽剛性感的年輕帥哥。（很明顯，這面鏡子扭曲得不輕！）
You grab an ancient copy of the "Ball Street Journal," and settle in to "sit and think!"	你抓起一本古董級的《葷經日報》，準備坐下來「好好沉思」！
You feel a great relief!	你感到無比的解脫！
Why, look! Some woman removed her diamond ring to wash her hands, and forgot to take it with her.	咦，你看！有個女人洗手時脫下鑽戒，結果忘記帶走了。
Got it!\n\nYou briefly consider an attempt to find the ring's owner, but return to your normal self and pocket it instead.	到手了！\n\n你一度想找失主歸還，但很快恢復本性，順手塞進口袋。
A small, neatly lettered sign reminds you:\n\n"Since we can't clean up after every customer, please rinse out this sink when you are finished."	一塊字跡工整的小告示提醒你：\n\n「本店無法逐一為客人清理，用畢請自行沖洗水槽。」
Evidently, you are the first customer who can read.	看樣子，你是第一個識字的客人。
My, my. Aren't we the little sick-o!	哎唷喂，我們還真是個小變態呢！
