%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
The pimp seems vaguely interested, but not enough to leave his post by the stairs.	The pimp seems vaguely interested, but not enough to leave his post by the stairs.
The pimp growls, "You got no business goin' up these stairs, little man!"	The pimp growls, "You got no business goin' up these stairs, little man!"
It appears you've finally reached the pimp's cultural level.	It appears you've finally reached the pimp's cultural level.
He ignores you. It looks like he's "engrossed" in something right now.	He ignores you. It looks like he's "engrossed" in something right now.
"Oh, John."  "Oh, Marsha."\n"OH, John."  "OH, Marsha."\n"Oh, JOHN!"  "Oh, MARSHA!"\n"OH, JOHN!!" "OH, MARSHA!!"	"Oh, John."  "Oh, Marsha."\n"OH, John."  "OH, Marsha."\n"Oh, JOHN!"  "Oh, MARSHA!"\n"OH, JOHN!!" "OH, MARSHA!!"
"...I'm Al Fartles, and this is my partner, Fed Ames. We just want to tell you how much we appreciate your support..."	"...I'm Al Fartles, and this is my partner, Fed Ames. We just want to tell you how much we appreciate your support..."
"...and now, ALoHa Productions is proud to present 'The Revenge of the Software Developers' in full color and stereo sound..."	"...and now, ALoHa Productions is proud to present 'The Revenge of the Software Developers' in full color and stereo sound..."
"...while Jim is fighting for his life with the raging female rhinoceros in heat, I'll slip into my tent with the native girl and this pitcher of Mai Tais..."	"...while Jim is fighting for his life with the raging female rhinoceros in heat, I'll slip into my tent with the native girl and this pitcher of Mai Tais..."
"...it's a beautiful day in the neighbor..."	"...it's a beautiful day in the neighbor..."
"...live from Malaga, California, it's the Cable Sports Network presentation of the Miniature Female Mud Wrestlers 500-kilometer Cross-Country Nude Bicycle Race..."	"...live from Malaga, California, it's the Cable Sports Network presentation of the Miniature Female Mud Wrestlers 500-kilometer Cross-Country Nude Bicycle Race..."
"...And next, Master Piece Theatre presents a special 3-D broadcast of 'Naugahyde Goddesses of Oakhurst!'"	"...And next, Master Piece Theatre presents a special 3-D broadcast of 'Naugahyde Goddesses of Oakhurst!'"
"...oh, baby, yeah. Yeah, I love it when you do that! Ooooooooooh!! That hurts so good, pull it out a little deeper!!!"	"...oh, baby, yeah. Yeah, I love it when you do that! Ooooooooooh!! That hurts so good, pull it out a little deeper!!!"
The knob is broken off. There's no way to turn it.	The knob is broken off. There's no way to turn it.
It already is!	It already is!
You click the power switch on the remote control.	You click the power switch on the remote control.
You click the channel selector on the remote control.	You click the channel selector on the remote control.
Nah. He's having a good time!	Nah. He's having a good time!
They're boxes, all right.	They're boxes, all right.
The remote control seems ineffectual from this angle.	The remote control seems ineffectual from this angle.
The TV is off.	The TV is off.
"Pretty good stuff, eh, boy?" laughs the pimp.	"Pretty good stuff, eh, boy?" laughs the pimp.
%m56soap opera.	%m56soap opera.
%m56commercial.	%m56commercial.
%m56musical comedy.	%m56musical comedy.
%m56documentary.	%m56documentary.
No, no!! Anything but that!	No, no!! Anything but that!
%m56cable sports show.	%m56cable sports show.
%m56educational show.	%m56educational show.
Well, now. What's this??	Well, now. What's this??
Slow down. You're gonna blow the punch line!	Slow down. You're gonna blow the punch line!
"Have a nice lay."	"Have a nice lay."
He's no rocket scientist!	He's no rocket scientist!
Its screen is blank; much like the pimp's mind.	Its screen is blank; much like the pimp's mind.
%m56program.	%m56program.
Get your mind back on the game, Larry!	Get your mind back on the game, Larry!
What does this look like, the ship's hold in "King's Quest III?"	What does this look like, the ship's hold in "King's Quest III?"
The walls do a good job of separating the floor from the ceiling.	The walls do a good job of separating the floor from the ceiling.
It's just hanging around.	It's just hanging around.
Wait 'til you get upstairs.	Wait 'til you get upstairs.
He's far too big, and you're far too wimpy.	He's far too big, and you're far too wimpy.
"Hey! Outta da way!!"	"Hey! Outta da way!!"
There is no need to pay; he's pleasantly distracted. Help yourself!	There is no need to pay; he's pleasantly distracted. Help yourself!
You wonder what palace of earthly delights resides above you.	You wonder what palace of earthly delights resides above you.
Another boring 	Another boring 
Evidently the remote control's off button is broken.	Evidently the remote control's off button is broken.
Its operation is beyond his mental capacities.	Its operation is beyond his mental capacities.
He's unaffected by the remote control.	He's unaffected by the remote control.
He's too strong for you, Larry.	He's too strong for you, Larry.
This is the hooker's seedy bedroom. The bed's a mess, ditto the hooker!	This is the hooker's seedy bedroom. The bed's a mess, ditto the hooker!
Yep! This would be a perfect time! The Surgeon General would be proud.	Yep! This would be a perfect time! The Surgeon General would be proud.
You already are wearing it.	You already are wearing it.
It looks like the hooker has a box of candy on her table.	It looks like the hooker has a box of candy on her table.
Although successful, you feel less than satisfied. Technically speaking, you're no longer a virgin, but for some reason, the thrill just wasn't there. You vow to continue your quest until you please your heart, not just your other organs!	Although successful, you feel less than satisfied. Technically speaking, you're no longer a virgin, but for some reason, the thrill just wasn't there. You vow to continue your quest until you please your heart, not just your other organs!
Sniffing the air, you're suddenly hungry for tuna.	Sniffing the air, you're suddenly hungry for tuna.
"Come on over here, Larry!"	"Come on over here, Larry!"
She says, "Me first!" as she%m25	She says, "Me first!" as she%m25
Not again! A guy can only take so much!!	Not again! A guy can only take so much!!
She seems more interested in that cigarette than she was in you.	She seems more interested in that cigarette than she was in you.
It's a good thing you were wearing that rubber!	It's a good thing you were wearing that rubber!
It's already open.	It's already open.
Nah. This room needs the fresh air!	Nah. This room needs the fresh air!
You repeatedly bang your head against the closed glass.	You repeatedly bang your head against the closed glass.
It's a really ugly table.	It's a really ugly table.
"Jeez, Mister! What've you been eating? Buffalo chips???"	"Jeez, Mister! What've you been eating? Buffalo chips???"
She certainly seems to enjoy that gum.	She certainly seems to enjoy that gum.
A sign near the bed says: "Substantial penalty for early withdrawals."	A sign near the bed says: "Substantial penalty for early withdrawals."
"So," she snarls, "you just gonna stand there, or what?"	"So," she snarls, "you just gonna stand there, or what?"
"Was it good for you, baby?" you ask her.	"Was it good for you, baby?" you ask her.
"Was what good?" she replies.	"Was what good?" she replies.
Although you might look precious in that little white lace number, you're just not that kind of guy!	Although you might look precious in that little white lace number, you're just not that kind of guy!
She%m25	She%m25
 goes to work on you. Then she smiles as she bites it off! "Sorry, Larry. No oral sex in this game. Suffer!"	 goes to work on you. Then she smiles as she bites it off! "Sorry, Larry. No oral sex in this game. Suffer!"
Now's a great time to think of that!	Now's a great time to think of that!
"Is that a toothpick in your pocket, or are you just happy to get past my pimp?"	"Is that a toothpick in your pocket, or are you just happy to get past my pimp?"
You'd have a better view if you'd move to the front of the bed!	You'd have a better view if you'd move to the front of the bed!
There is a fire escape outside the window.	There is a fire escape outside the window.
The clothesline is barely strong enough to hold its present load. Poor girl, you'd think at these prices she could afford a laundromat.	The clothesline is barely strong enough to hold its present load. Poor girl, you'd think at these prices she could afford a laundromat.
"Hey, what kind of girl do you think I am?"	"Hey, what kind of girl do you think I am?"
It's getting old and rusty -- not unlike you, Larry.	It's getting old and rusty -- not unlike you, Larry.
It just hangs there.	It just hangs there.
There's nothing (and no one) there.	There's nothing (and no one) there.
It, too, is broken.	It, too, is broken.
It's barely strong enough to hold up its present load. Besides, if you take it, her underwear would fall down.	It's barely strong enough to hold up its present load. Besides, if you take it, her underwear would fall down.
There is a table near the window.	There is a table near the window.
There's nothing there.	There's nothing there.
You have no use for a stained pillow.	You have no use for a stained pillow.
You are as naked as you're going to get!	You are as naked as you're going to get!
With all your clothes on?	With all your clothes on?
You slyly tap out a message in Morse code; unfortunately, only some rats hear it.	You slyly tap out a message in Morse code; unfortunately, only some rats hear it.
